timestamp,positions,source,imgLink,webLink,description
,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48278707017_a056887548_h.jpg,https://www.inmediahk.net/node/1065663,連鎖快餐店吉野家facebook發布「獅子狗」廣告，其後撤回激起輿論反響。今日（14日）社區組織發起沙田大遊行，沙田好運中心吉野家分店嚴陣以待，以巨型木板圍封外牆玻璃，有網民嘲吉野家為遊行人士建築連儂牆。
,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48278621006_8834e40121_z.jpg,https://www.inmediahk.net/node/1065663,距離沙田遊行起步約一小時，沙田源禾路與沙田鄉事會路十字路口交界現已實行交通管制，大部份行車路段已經清空，約10多輛警車正停泊於源禾路游泳池外。
15:02,"96,824 194,900",香港獨立媒體圖片,https://live.staticflickr.com/65535/48278569756_1768e9840e_b.jpg,https://www.inmediahk.net/node/1065663,"沙田遊行將於下午3時半出發，現時超過1,000人已在翠田街球場一帶聚集，準備起步。市民原本由行人隧道進入球場，但由於人數眾多，部份人走出翠田街馬路，經車路進入球場。"
15:10,,星島日報圖片,http://static.stheadline.com/stheadline/inewsmedia/20190714/_2019071415275364947.jpg,http://std.stheadline.com/instant/articles/detail/1043935/即時-香港-逃犯條例-沙田遊行隊伍拉起黑布提前起步-大圍站迫滿黑衣人流,在起點翠田街足球場，由於人數眾多，比原定提早20分鐘開始起步。
15:43,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48278872301_68e68b7e2b_b.jpg,https://www.inmediahk.net/node/1065663,有市民在偉華中心天橋掛起寫有「壽終正寢，奠，借屍還魂」的黑布，遊行的市民立即高叫「林鄭月娥，壽終正寢」。
16:16,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48279068827_8912907054_b.jpg,https://www.inmediahk.net/node/1065663,遊行隊伍隊頭沿沙田正街走過新城市廣場，轉入沙田廣場外。有市民在沙田廣場天橋為示威者打氣。沙田中心則關閉側門，防止示威者進入。示威者對天橋上的市民揮手，希望他們加入行動。
16:44,,明報圖片,https://fs.mingpao.com/ins/20190714/s00001/5d252448bd5a6143d24589eda85e3930.jpg,https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20190714/s00001/1563088298405/%E3%80%90%E9%80%83%E7%8A%AF%E6%A2%9D%E4%BE%8B-%E6%B2%99%E7%94%B0%E7%A4%BA%E5%A8%81%E3%80%917-14%E6%96%87%E5%AD%97%E7%B4%80%E9%8C%84-%E4%B8%8B%E5%8D%88%E9%81%8A%E8%A1%8C-%E6%99%9A%E4%B8%8A%E6%96%B0%E5%9F%8E%E5%B8%82%E5%BB%A3%E5%A0%B4%E8%A1%9D%E7%AA%81%EF%BC%88%E9%99%84%E7%9F%AD%E7%89%87%EF%BC%89,遊行隊頭出發到達終點，與此同時，起點翠田街足球場的所有市民已經出發，仍有市民直接由港鐵大圍站直接進入車公廟路遊行路線。
17:00,,星島日報圖片,http://static.stheadline.com/stheadline/inewsmedia/20190714/_2019071417303568762.jpg,https://std.stheadline.com/instant/articles/detail/1044040/%E5%8D%B3%E6%99%82-%E9%A6%99%E6%B8%AF-%E9%80%83%E7%8A%AF%E6%A2%9D%E4%BE%8B-%E6%B2%99%E7%94%B0%E7%88%86%E8%A1%9D%E7%AA%81%E8%AD%A6%E5%AF%9F%E6%94%BE%E8%83%A1%E6%A4%92%E5%99%B4%E9%9C%A7-%E7%A4%BA%E5%A8%81%E8%80%85%E6%8A%95%E6%93%B2%E7%89%A9%E5%93%81%E8%A8%AD%E8%B7%AF%E9%9A%9C,源禾路發生衝突，有示威者向警方投擲雜物，其後多名軍裝警員手持警棍衝向示威者，並施放胡椒噴霧。其後警方退守至源禾路泳池一帶，立法會議員郭家麒到場了解情況並要求見指揮官，一名警務人員要求郭家麒立即離開。郭要求其展示委任證，該名警務人員聲稱執行職務期間不便展示委任證。
17:00,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48279187051_e04dd35560_b.jpg,https://www.inmediahk.net/node/1065663,源禾路發生衝突，有示威者向警方投擲雜物，其後多名軍裝警員手持警棍衝向示威者，並施放胡椒噴霧。其後警方退守至源禾路泳池一帶，立法會議員郭家麒到場了解情況並要求見指揮官，一名警務人員要求郭家麒立即離開。郭要求其展示委任證，該名警務人員聲稱執行職務期間不便展示委任證。
17:19,,明報圖片,https://fs.mingpao.com/ins/20190714/s00001/5dd7edbafcc358f489208b32edef5e95.jpg,https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20190714/s00001/1563088298405/%E3%80%90%E9%80%83%E7%8A%AF%E6%A2%9D%E4%BE%8B-%E6%B2%99%E7%94%B0%E7%A4%BA%E5%A8%81%E3%80%917-14%E6%96%87%E5%AD%97%E7%B4%80%E9%8C%84-%E4%B8%8B%E5%8D%88%E9%81%8A%E8%A1%8C-%E6%99%9A%E4%B8%8A%E6%96%B0%E5%9F%8E%E5%B8%82%E5%BB%A3%E5%A0%B4%E8%A1%9D%E7%AA%81%EF%BC%88%E9%99%84%E7%9F%AD%E7%89%87%EF%BC%89,在源禾路，示威者與警方現時相距約50米，局面僵持，示威者未有進一步推進。
,,明報圖片,https://fs.mingpao.com/pns/20190715/s00006/720642a8a10648998fd326d810ad6408.jpg,https://news.mingpao.com/pns/%e8%a6%81%e8%81%9e/article/20190715/s00001/1563128592784/%e9%98%b2%e6%9a%b4%e6%9c%8d%e6%8f%9b%e6%96%b0%e8%a3%9d-%e9%9d%a2%e7%bd%a9%e8%b2%bc%e5%8f%8d%e5%85%89%e7%b4%99%e6%93%8b%e6%bf%80%e5%85%89,沙田示威中執勤的部分前線警員，昨日傍晚換上近月示威活動執勤時未見過的綠色特別工作服。警察公共關係科總警司謝振中表示警員執勤時頭盔貼上反光紙，做法並非要遮掩容貌。
18:02,,明報圖片,https://video3.mingpao.com/inews/201907/20190714-shatin-aid.jpg,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20190714/s00001/1563088298405/%e3%80%90%e9%80%83%e7%8a%af%e6%a2%9d%e4%be%8b-%e6%b2%99%e7%94%b0%e7%a4%ba%e5%a8%81%e3%80%917-14%e6%96%87%e5%ad%97%e7%b4%80%e9%8c%84-%e4%b8%8b%e5%8d%88%e9%81%8a%e8%a1%8c-%e6%99%9a%e4%b8%8a%e6%96%b0%e5%9f%8e%e5%b8%82%e5%bb%a3%e5%a0%b4%e8%a1%9d%e7%aa%81%ef%bc%88%e9%99%84%e7%9f%ad%e7%89%87%ef%bc%89,沙田偉華中心外，遊行協辦單位沙田區政向在場遊行人士呼籲，指前線義士需要大量保鮮紙、索帶、頭盔及口罩等物資，呼籲市民可幫忙購買，並籲市民「團結一致，對抗暴政」。在場遊行人士亦築成人鏈傳送物資。
18:02,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48279470001_ef88879c23_b.jpg,https://www.inmediahk.net/node/1065663,沙田偉華中心外，遊行協辦單位沙田區政向在場遊行人士呼籲，指前線義士需要大量保鮮紙、索帶、頭盔及口罩等物資，呼籲市民可幫忙購買，並籲市民「團結一致，對抗暴政」。在場遊行人士亦築成人鏈傳送物資。
18:40,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48279710116_348b9fc09a_b.jpg,https://www.inmediahk.net/node/1065663,在源禾路的警方更換全副武裝，配備長盾及防暴槍的警員上最前線防守，全部警員均沒有戴上警員編號及委任證。
18:44,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48279871247_9b70589f4b_b.jpg,https://www.inmediahk.net/node/1065663,配備全副防暴裝備的警員，於晚上約六點半進駐源禾路前線。有示威者與警方發生衝突，大批警員將其逼至行人路，立法會議員鄭松泰上前了解，被大批警員包圍。期間有警員情緒激動，兩名警員手持胡椒噴霧，對準示威者及鄭松泰，需由其他在場人士分隔。
18:51,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48279871097_1753cf402a_b.jpg,https://www.inmediahk.net/node/1065663,超過十名民主派沙田區議員包括程張迎、吳錦雄、丘文俊、黎梓恩等在警方防線前開咪，要求會見現場的指揮官，強調不希望重演昨日上水的流血事件，但沒有得到回應。
19:10,,明報圖片,https://fs.mingpao.com/ins/20190714/s00001/62592bf797dc0ce4b02cea8e9dc13680.jpg,,大批警員集結於瀝源邨，部份警員進入瀝源商場，有市民怒罵「黑警」。
19:10,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48279920336_d04a48bedc_b.jpg,https://www.inmediahk.net/node/1065663,多名區議員及立法會議員與警方交涉不果，立法會議員區諾軒籲示威者再三考慮清楚，並指將與其他立法會議員包括朱凱廸、陳志全及民主派沙田區議員坐在警方防線前，保護群眾緩和場面，稱「呢個係我責任嚟。」
19:20,,明報圖片,https://fs.mingpao.com/ins/20190714/s00001/65fc695da723b577a8bc09692e2bacb0.jpg,,源禾路部份示威者入夜後開始撤離，他們呼籲在場示威者「要走一起走」，並讓較後方的示威者先行撤退。防暴警察於沙燕橋上推進。
19:56,,香港01圖片,https://cdn.hk01.com/di/media/images/3032749/org/2d458712d1ae8a35dc69d0d910badb15.jpg/c0FexaxC2Mr0fJuVIqOhzv67txx9NQWqdNMI7HTTCOw,,大會堂百步梯放映會改為和平集會，此活動不反對通知書至晚上11時。
21:00,,立場新聞圖片,https://cdn.thestandnews.com/media/photos/cache/66615751_2305620629523544_3338879783177027584_n_jxLSU_1200x0.jpg,,清場行動一觸即發，警方三面夾攻，一群防暴警察由沙田鄕事會路向源禾路推進，並高舉紅旗，沙田大會堂前的防暴警亦開始推進，而沙燕橋的防暴警察亦推進至鄕事會路及源禾路交界。
21:25,,頭條日報圖片,http://static.stheadline.com/stheadline/inewsmedia/20190714/_2019071421580592613.jpg,http://hd.stheadline.com/news/realtime/hk/1544169/%E5%8D%B3%E6%99%82-%E6%B8%AF%E8%81%9E-%E6%B2%99%E7%94%B0%E8%A1%9D%E7%AA%81-%E7%A4%BA%E5%A8%81%E8%80%85%E8%A1%9D%E5%85%A5%E5%A5%BD%E9%81%8B%E4%B8%AD%E5%BF%83%E6%B2%99%E7%94%B0%E4%B8%AD%E5%BF%83-%E9%98%B2%E6%9A%B4%E8%AD%A6%E5%AF%9F%E5%B8%B6%E8%B5%B0%E5%A4%9A%E4%BA%BA,示威者退入橫壆街後，分別進入沙田中心商場及好運中心往新城市廣場方向撤退。警方進入橫壆街清場，警方進入好運中心帶走多人。
21:30,,明報圖片,https://fs.mingpao.com/pns/20190716/s00006/a5c84befe85c432539a6e973648e4b2f.jpg,https://news.mingpao.com/pns/%E8%A6%81%E8%81%9E/article/20190716/s00001/1563216591353/%E5%95%86%E5%A0%B4%E7%84%A1%E8%B7%AF%E9%80%80-%E9%95%B7%E5%82%98%E9%A3%9B%E6%A3%8D%E7%9B%BE%E8%88%9E-%E5%8C%85%E5%9C%8D%E5%8F%8D%E5%8C%85%E5%9C%8D-%E6%B7%B7%E6%88%B0%E8%AD%A6%E6%B0%91%E5%90%8C%E5%82%B7,一批警員於新城市廣場外行人路追捕示威者，有防暴警將香港眾志常委朱恩浩制服在地後，180度扭傷其手腕。
,,頭條日報圖片,http://static.stheadline.com/stheadline/inewsmedia/20190714/_2019071421580116799.jpg,http://hd.stheadline.com/news/realtime/hk/1544169/%E5%8D%B3%E6%99%82-%E6%B8%AF%E8%81%9E-%E6%B2%99%E7%94%B0%E8%A1%9D%E7%AA%81-%E7%A4%BA%E5%A8%81%E8%80%85%E8%A1%9D%E5%85%A5%E5%A5%BD%E9%81%8B%E4%B8%AD%E5%BF%83%E6%B2%99%E7%94%B0%E4%B8%AD%E5%BF%83-%E9%98%B2%E6%9A%B4%E8%AD%A6%E5%AF%9F%E5%B8%B6%E8%B5%B0%E5%A4%9A%E4%BA%BA,示威者退入橫壆街後，分別進入沙田中心商場及好運中心往新城市廣場方向撤退，有示威者向地下投擲物品。
,,頭條日報圖片,http://static.stheadline.com/stheadline/inewsmedia/20190714/_2019071421354912308.jpg,http://hd.stheadline.com/news/realtime/hk/1544169/%E5%8D%B3%E6%99%82-%E6%B8%AF%E8%81%9E-%E6%B2%99%E7%94%B0%E8%A1%9D%E7%AA%81-%E7%A4%BA%E5%A8%81%E8%80%85%E8%A1%9D%E5%85%A5%E5%A5%BD%E9%81%8B%E4%B8%AD%E5%BF%83%E6%B2%99%E7%94%B0%E4%B8%AD%E5%BF%83-%E9%98%B2%E6%9A%B4%E8%AD%A6%E5%AF%9F%E5%B8%B6%E8%B5%B0%E5%A4%9A%E4%BA%BA,防暴警察於商場平臺驅趕示威者。
21:30,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48280898837_761bd82faa_b.jpg,https://www.inmediahk.net/node/1065663,約50名警員在沙田連城廣場，通往沙田火車站的範圍組成防線，示威者開傘準備。
21:59,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48281056441_ba820fed68_b.jpg,https://www.inmediahk.net/node/1065663,警察衝入沙田新城市廣場追逐示威者，雙方爆發激烈衝突，有市民及警員被打至倒地。
22:00,,頭條日報圖片,http://static.stheadline.com/stheadline/inewsmedia/20190715/_2019071508411938507.jpg,http://hd.stheadline.com/news/realtime/hk/1544274/%E5%8D%B3%E6%99%82-%E6%B8%AF%E8%81%9E-%E6%B2%99%E7%94%B0%E8%A1%9D%E7%AA%81-%E5%A4%9A%E5%9C%96-%E5%9C%B0%E4%B8%8A%E9%81%BA%E8%A1%80%E8%B7%A1-%E6%96%B0%E5%9F%8E%E5%B8%82%E5%BB%A3%E5%A0%B4%E6%BB%BF%E5%9C%B0%E7%88%9B%E9%9B%A8%E5%82%98%E6%B8%85%E6%BD%94%E5%B7%A5%E5%BF%99%E6%B8%85%E7%90%86,衝突期間遍地爛雨傘。
,,頭條日報圖片,https://static.stheadline.com/stheadline/news_res/2019/07/15/200645/wnnp002p01b.jpg,http://hd.stheadline.com/news/daily/hk/779834/%E6%97%A5%E5%A0%B1-%E6%B8%AF%E8%81%9E-%E6%B2%99%E7%94%B0%E5%A4%A7%E8%A1%9D%E7%AA%81-%E8%AD%A6%E6%A3%8D%E5%B0%8D%E9%9B%A8%E5%82%98-%E6%96%B0%E5%9F%8E%E5%B8%82%E5%BB%A3%E5%A0%B4%E8%82%89%E6%90%8F%E6%88%B0,有示威者圍着一名倒地的警員，以長雨傘向他狂插施襲。
22:13,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48281222057_142500cb7d_b.jpg,https://www.inmediahk.net/node/1065663,金鐘絕食者到達新城市廣場，已絕食11天、73歲的陳伯走到防暴警察防線前面，更跪下要求警方向後退。
22:45,,香港獨立媒體圖片,https://live.staticflickr.com/65535/48281360946_6238181c13_b.jpg,https://www.inmediahk.net/node/1065663,晚上10時許，港鐵一度宣佈列車不停沙田站，但未即時停止服務，而是安排兩班空載列車接載市民。不過部份原定不停站的列車駛經沙田站時，被市民強行拉開車門，而原定的「尾班車」，有市民舉傘擋門，阻止列車開出，以等候更多市民上車。
